Ia,Ib,VDC,IDC,T1,T2,T3,VD,FDD
421,497,509,506,511,501,471,508,F0
411,513,508,505,511,501,471,509,F0
400,528,508,508,511,501,471,510,F0
399,540,507,507,511,501,471,509,F0
392,554,506,509,511,502,471,511,F0
394,567,507,507,511,501,489,509,F0
390,588,506,506,511,501,472,509,F0
380,606,507,508,511,510,471,509,F0
385,619,507,507,511,500,471,510,F0
396,626,507,508,511,500,472,510,F0
411,629,508,507,511,501,472,509,F0
428,627,508,507,511,500,471,509,F0
431,630,510,506,513,501,475,509,F0
452,628,507,506,511,501,472,509,F0
466,626,508,508,511,500,471,509,F0
483,623,508,507,505,500,469,509,F0
497,616,508,507,511,501,471,507,F0
514,610,507,508,511,501,471,511,F0
526,602,508,505,511,501,471,509,F0
539,591,508,507,502,501,466,509,F0
554,574,508,506,511,501,471,509,F0
571,559,508,507,511,503,471,509,F0
588,543,507,507,511,501,472,510,F0
603,528,509,505,511,500,472,510,F0
613,507,507,505,511,500,471,509,F0
615,493,507,505,511,500,471,509,F0
621,478,508,505,511,506,471,512,F0
624,463,505,505,511,508,472,506,F0
623,449,508,508,511,500,472,510,F0
621,433,506,506,511,500,471,510,F0
617,418,506,508,511,501,453,509,F0
615,406,506,506,511,500,471,510,F0
610,399,509,507,511,501,472,509,F0
605,391,506,506,511,505,471,507,F0
590,389,507,504,511,502,484,510,F0
578,386,508,505,511,501,472,509,F0
567,387,506,508,511,500,463,509,F0
551,388,508,505,511,501,471,509,F0
540,385,508,507,511,501,471,503,F0
520,394,508,506,511,501,471,516,F0
505,399,508,507,513,500,473,509,F0
492,414,511,507,510,500,473,510,F0
479,430,507,507,511,501,468,510,F0
464,446,507,505,511,498,471,509,F0
448,461,508,506,511,501,471,509,F0
431,478,508,507,511,490,485,511,F0
420,499,509,507,541,500,465,509,F0
406,515,505,507,508,501,470,509,F0
400,525,507,508,512,501,472,509,F0
396,542,507,510,511,489,472,510,F0
394,556,509,508,511,500,471,510,F0
394,572,507,506,510,501,471,510,F0
386,587,506,506,511,499,471,510,F0
380,609,509,505,511,501,471,510,F0
388,620,507,506,511,500,471,510,F0
397,627,508,508,513,501,489,509,F0
416,626,507,506,511,500,471,509,F0
426,628,506,506,510,500,468,511,F0
437,628,506,506,511,501,471,511,F0
452,628,506,507,511,499,472,508,F0
467,627,508,506,511,500,471,509,F0
485,622,509,507,511,500,471,509,F0
500,618,508,506,510,501,462,509,F0
515,609,517,504,511,513,478,510,F0
528,601,509,506,511,501,471,509,F0
540,590,510,508,511,500,471,510,F0
556,576,508,507,511,500,471,509,F0
571,557,506,506,512,501,474,509,F0
587,540,507,506,511,501,472,509,F0
603,523,508,505,511,500,471,509,F0
613,506,505,505,511,500,471,510,F0
619,492,511,507,514,501,475,510,F0
621,473,508,507,511,501,471,509,F0
622,462,506,507,511,501,471,509,F0
623,448,507,507,513,501,481,511,F0
619,431,508,508,511,500,501,509,F0
621,417,508,506,511,500,471,510,F0
616,405,506,506,511,501,471,509,F0
611,398,508,508,511,500,471,509,F0
601,393,507,506,511,500,472,509,F0
590,391,506,506,511,500,471,509,F0
577,385,509,506,514,501,474,509,F0
567,387,508,507,507,501,473,510,F0
551,389,507,507,511,501,471,509,F0
538,384,507,505,511,501,471,509,F0
517,391,509,506,511,501,471,510,F0
505,402,507,507,511,501,471,509,F0
490,418,507,506,511,501,469,509,F0
476,430,507,506,511,501,471,509,F0
461,448,508,505,511,496,471,510,F0
445,463,508,508,511,501,471,510,F0
432,480,506,505,511,501,472,510,F0
416,501,508,506,510,501,468,510,F0
407,519,507,507,519,509,464,509,F0
400,529,507,507,511,508,472,509,F0
395,544,507,504,511,497,472,510,F0
393,556,508,509,510,500,472,509,F0
393,573,507,506,510,501,498,509,F0
387,590,507,506,508,500,471,510,F0
380,609,506,506,511,509,472,510,F0
387,620,507,507,511,501,472,509,F0
395,628,509,497,511,495,471,510,F0
414,629,509,505,511,501,472,509,F0
427,630,509,506,510,501,471,510,F0
439,626,506,506,513,500,475,509,F0
452,627,507,505,511,500,471,509,F0
469,625,507,506,511,501,471,509,F0
485,625,508,507,510,501,470,509,F0
503,618,507,506,511,501,472,510,F0
514,606,509,507,510,502,471,510,F0
528,600,506,505,511,499,472,509,F0
544,588,505,507,513,500,469,510,F0
557,573,508,505,511,500,471,509,F0
571,557,507,507,500,501,471,510,F0
591,538,507,507,510,502,472,511,F0
605,522,507,507,511,500,472,509,F0
612,506,507,506,511,500,471,509,F0
616,491,506,508,511,501,472,509,F0
622,473,508,507,511,504,472,510,F0
624,460,507,511,510,496,472,509,F0
624,446,508,506,510,501,472,509,F0
623,431,510,506,511,500,469,509,F0
619,417,507,506,511,501,472,509,F0
616,403,508,507,511,501,472,509,F0
607,398,509,506,511,501,472,510,F0
599,392,506,506,511,501,471,510,F0
589,390,507,506,508,501,477,509,F0
578,388,508,507,501,501,460,509,F0
564,389,509,506,511,501,472,509,F0
552,385,507,507,511,501,471,509,F0
534,382,507,507,510,501,484,509,F0
517,391,508,509,511,501,471,511,F0
503,405,507,507,511,501,471,510,F0
490,420,507,507,510,502,471,509,F0
476,433,509,507,511,504,472,508,F0
461,445,507,506,511,500,471,509,F0
446,461,508,507,511,500,472,510,F0
429,483,508,506,511,501,469,510,F0
417,502,504,508,508,512,476,509,F0
405,518,507,506,511,502,472,510,F0
400,528,507,506,510,501,471,510,F0
397,544,508,506,507,501,472,509,F0
393,558,503,506,512,506,474,510,F0
389,573,506,507,510,501,472,509,F0
387,591,508,507,510,501,471,508,F0
381,614,508,506,510,501,474,510,F0
392,624,507,507,511,500,471,509,F0
397,628,506,508,510,501,432,509,F0
413,624,508,508,510,501,471,509,F0
425,629,507,508,510,501,471,509,F0
442,629,507,494,511,497,471,511,F0
459,629,507,506,511,500,472,508,F0
471,626,506,506,510,500,466,508,F0
489,620,506,507,511,502,472,509,F0
503,612,507,506,511,500,471,508,F0
516,608,506,508,511,500,471,509,F0
531,599,510,507,510,500,471,509,F0
544,588,507,506,510,501,468,510,F0
559,572,509,506,510,500,463,509,F0
575,554,506,507,511,502,471,510,F0
590,541,507,506,511,501,479,509,F0
606,520,507,506,511,500,471,509,F0
619,502,507,505,512,501,473,510,F0
620,488,507,505,510,501,472,509,F0
620,474,509,507,510,501,471,509,F0
622,460,508,507,512,501,481,510,F0
621,444,507,506,511,500,502,510,F0
624,430,508,507,510,500,472,511,F0
622,414,508,507,510,503,471,510,F0
613,405,507,504,511,503,474,510,F0
606,397,510,506,504,500,469,509,F0
601,391,508,505,511,501,471,509,F0
589,389,507,509,510,501,471,510,F0
576,389,507,508,512,501,478,510,F0
561,386,510,507,511,500,471,509,F0
547,387,508,508,510,500,430,509,F0
533,388,507,507,510,504,471,510,F0
518,396,507,507,510,501,472,510,F0
501,408,508,507,511,483,471,510,F0
486,419,508,505,511,501,471,510,F0
473,430,507,507,511,500,472,510,F0
458,448,512,508,511,501,477,511,F0
444,468,509,505,510,500,472,510,F0
428,483,507,506,510,500,471,509,F0
415,505,507,508,510,500,471,510,F0
407,518,506,507,510,500,471,510,F0
401,529,507,505,510,501,471,511,F0
394,546,507,507,510,501,471,509,F0
391,557,508,506,510,503,471,509,F0
390,576,509,507,510,498,471,508,F0
386,594,507,506,510,500,471,509,F0
380,613,507,507,510,500,471,511,F0
388,624,506,508,511,509,471,509,F0
398,627,508,507,510,500,472,510,F0
416,626,508,506,510,500,471,510,F0
429,629,511,505,508,501,474,508,F0
441,630,507,507,508,500,471,509,F0
455,626,507,507,484,500,475,510,F0
473,627,506,509,510,499,472,510,F0
490,622,508,507,510,500,471,509,F0
504,615,508,508,510,500,460,509,F0
517,608,508,506,510,500,444,511,F0
531,594,508,508,510,502,472,510,F0
544,583,506,506,510,500,471,509,F0
557,570,509,508,510,500,470,510,F0
576,553,504,506,511,500,473,510,F0
593,534,506,507,510,501,472,509,F0
606,517,506,508,510,501,472,509,F0
614,502,507,506,510,501,484,509,F0
616,489,508,505,510,500,471,510,F0
622,471,505,506,511,501,470,510,F0
623,457,508,508,510,501,472,510,F0
621,440,506,505,511,500,469,509,F0
622,428,506,507,510,500,440,511,F0
619,414,507,507,510,496,471,508,F0
613,404,507,507,510,500,472,509,F0
606,398,507,505,513,501,471,509,F0
598,391,508,508,507,500,463,509,F0
588,387,509,506,510,501,471,510,F0
577,390,508,508,510,500,471,508,F0
561,391,506,508,510,506,471,509,F0
546,385,506,506,510,498,472,509,F0
531,384,508,506,510,500,471,508,F0
517,394,508,507,510,500,471,509,F0
501,408,508,506,510,500,472,509,F0
487,422,508,506,511,501,472,510,F0
473,435,506,507,510,499,471,509,F0
458,448,508,507,510,500,472,509,F0
442,467,510,507,510,500,465,509,F0
430,486,510,507,510,500,471,509,F0
412,509,507,507,510,500,471,510,F0
405,519,507,508,510,499,471,509,F0
400,533,508,509,511,500,473,509,F0
396,544,506,506,511,500,486,509,F0
394,563,507,508,511,501,471,509,F0
389,577,509,507,510,501,471,510,F0
384,597,507,506,510,495,471,512,F0
382,614,506,507,510,482,471,510,F0
391,625,507,505,510,500,471,510,F0
402,629,507,506,510,501,471,508,F0
418,627,508,508,511,500,472,509,F0
428,627,507,506,510,500,472,510,F0
441,629,509,508,510,500,471,510,F0
456,629,507,506,510,500,471,509,F0
473,627,508,507,510,500,471,509,F0
489,620,508,505,510,500,471,509,F0
504,614,506,507,510,501,471,510,F0
514,609,508,507,510,499,472,509,F0
533,607,508,505,515,500,473,509,F0
543,586,508,508,511,501,471,509,F0
560,571,505,506,507,500,473,509,F0
575,552,509,507,510,501,471,509,F0
595,535,507,506,510,504,471,508,F0
606,519,508,505,510,494,471,511,F0
614,505,507,507,511,500,471,509,F0
615,490,508,506,510,500,471,509,F0
621,470,508,507,511,500,473,510,F0
619,460,508,507,510,501,471,510,F0
621,444,509,506,510,500,469,510,F0
621,428,507,506,510,501,471,509,F0
621,414,509,505,490,506,482,511,F0
616,403,507,507,511,497,472,508,F0
610,396,508,510,510,500,471,509,F0
598,393,510,505,507,500,477,509,F0
590,389,507,507,479,500,475,509,F0
579,389,507,506,510,501,471,509,F0
564,388,507,508,510,501,471,514,F0
545,386,508,505,514,500,474,510,F0
531,384,508,506,510,500,471,510,F0
520,395,507,506,510,501,425,510,F0
503,407,508,505,510,501,471,510,F0
486,423,507,507,510,500,471,509,F0
472,434,509,508,510,485,471,509,F0
459,448,506,505,510,500,472,508,F0
441,466,507,508,510,501,472,510,F0
430,484,507,507,511,501,472,510,F0
412,509,506,508,510,501,471,509,F0
406,520,506,507,510,500,472,510,F0
399,531,508,507,510,500,472,509,F0
398,545,508,508,510,501,468,509,F0
392,560,505,507,510,501,472,509,F0
390,578,508,508,510,503,471,509,F0
381,596,507,507,510,501,471,508,F0
382,615,506,507,510,500,471,508,F0
391,626,508,505,510,500,471,509,F0
399,629,507,507,510,501,471,508,F0
413,628,507,507,510,505,471,509,F0
427,626,508,498,510,485,472,511,F0
445,630,506,507,510,501,472,509,F0
456,628,508,506,511,500,465,510,F0
472,625,508,508,510,501,472,510,F0
487,618,509,505,510,500,471,509,F0
503,614,507,506,510,500,471,508,F0
518,609,508,505,510,500,471,510,F0
533,597,506,507,511,501,467,508,F0
546,583,509,505,511,500,462,510,F0
563,569,507,506,510,501,471,509,F0
577,553,507,505,510,501,472,509,F0
593,535,508,507,510,500,474,508,F0
606,517,507,506,510,500,472,510,F0
614,500,507,507,510,500,471,509,F0
619,486,508,506,510,503,471,510,F0
625,470,506,505,510,501,471,509,F0
620,459,508,508,510,501,471,505,F0
620,442,507,506,506,500,472,509,F0
621,427,508,507,510,500,472,509,F0
618,415,507,507,513,504,477,511,F0
613,411,507,507,510,499,472,509,F0
605,395,507,506,510,500,471,510,F0
597,390,509,506,513,500,450,509,F0
590,389,507,506,513,505,475,512,F0
576,389,506,506,510,501,471,510,F0
561,388,506,505,510,499,472,506,F0
546,384,508,506,513,500,472,509,F0
529,387,509,507,510,500,471,509,F0
519,395,509,506,501,500,464,510,F0
500,412,508,507,510,501,471,509,F0
486,425,509,507,510,501,471,510,F0
472,432,507,503,510,500,471,510,F0
455,448,509,507,510,500,472,510,F0
442,467,509,507,507,500,471,509,F0
427,486,506,507,510,501,472,510,F0
412,507,507,505,510,500,471,510,F0
405,520,508,508,510,500,471,509,F0
400,532,508,506,510,500,471,510,F0
396,549,507,507,506,500,473,509,F0
394,562,508,507,510,500,446,509,F0
388,580,508,507,510,502,471,510,F0
383,597,507,506,510,501,471,509,F0
382,615,507,508,510,500,487,510,F0
393,627,505,509,510,500,471,510,F0
400,628,509,507,510,500,472,509,F0
416,627,509,507,510,504,471,510,F0
428,628,509,507,510,497,472,509,F0
443,630,508,505,510,501,472,510,F0
460,630,508,509,519,501,471,510,F0
474,627,507,507,508,500,469,508,F0
491,619,507,507,509,512,479,510,F0
503,611,509,509,510,503,472,511,F0
520,606,507,506,510,500,471,509,F0
535,598,505,507,509,500,471,510,F0
549,584,512,506,504,500,471,509,F0
562,567,507,507,510,500,471,510,F0
580,552,508,507,510,503,472,510,F0
597,534,508,506,510,500,472,509,F0
609,513,507,505,510,500,471,510,F0
615,501,507,506,510,500,472,508,F0
619,484,507,506,510,500,471,509,F0
623,469,507,507,510,504,472,510,F0
624,455,508,507,509,520,471,510,F0
622,442,509,507,510,500,471,508,F0
620,425,506,507,510,500,471,509,F0
617,412,506,505,510,500,457,510,F0
612,400,508,506,510,500,471,509,F0
609,397,506,506,510,500,472,512,F0
598,391,508,505,509,496,471,510,F0
586,387,508,506,510,501,474,509,F0
570,386,508,507,510,500,471,509,F0
561,388,508,506,510,501,471,509,F0
545,384,507,507,510,501,471,511,F0
528,386,508,507,509,500,471,509,F0
512,395,507,507,510,500,471,509,F0
499,410,508,506,510,500,471,509,F0
486,421,507,508,510,501,471,506,F0
470,439,508,508,510,499,471,510,F0
457,452,508,506,510,500,471,509,F0
439,467,506,506,510,500,494,509,F0
426,488,506,505,510,500,469,509,F0
410,511,507,506,505,514,475,509,F0
404,523,508,504,509,521,471,507,F0
400,534,507,507,510,500,471,510,F0
394,548,508,507,510,500,471,510,F0
394,565,506,508,510,500,462,509,F0
389,581,508,505,510,500,471,510,F0
380,600,508,510,510,508,471,509,F0
383,616,508,507,509,500,471,510,F0
392,627,509,506,510,500,471,509,F0
408,627,507,506,510,500,471,510,F0
419,628,508,506,510,500,471,509,F0
430,627,509,508,510,511,471,510,F0
444,627,506,507,510,521,471,511,F0
461,626,505,505,510,500,472,511,F0
478,626,507,506,510,500,471,509,F0
494,620,507,507,510,501,472,510,F0
505,613,507,507,509,500,471,509,F0
521,604,506,506,510,500,471,509,F0
534,595,509,507,510,495,471,509,F0
548,581,508,506,513,500,470,510,F0
565,569,508,507,510,500,471,509,F0
578,549,508,507,509,500,463,510,F0
598,532,508,507,510,503,472,511,F0
607,513,507,506,510,500,471,510,F0
614,501,506,507,509,500,471,509,F0
618,482,507,506,510,500,471,510,F0
624,468,507,507,510,501,471,509,F0
624,460,508,504,510,499,471,510,F0
622,438,508,508,509,500,471,509,F0
621,425,506,506,509,500,471,509,F0
617,410,510,506,510,500,467,510,F0
613,402,506,507,510,500,434,512,F0
608,397,507,507,510,508,471,509,F0
598,389,508,504,510,498,471,510,F0
583,388,508,504,513,500,471,509,F0
570,385,508,506,510,500,520,508,F0
556,388,506,507,508,500,471,510,F0
545,387,508,506,510,508,471,510,F0
526,391,507,506,510,500,471,509,F0
513,396,508,510,509,499,472,510,F0
496,411,509,508,510,500,471,509,F0
482,423,507,505,510,500,471,510,F0
470,438,505,507,512,501,474,510,F0
453,456,507,506,509,500,471,508,F0
437,471,507,508,509,500,471,509,F0
425,490,507,505,509,500,471,509,F0
412,510,507,507,509,500,470,510,F0
404,523,509,507,509,500,471,510,F0
398,536,508,509,509,500,471,509,F0
394,551,507,507,510,498,471,512,F0
394,563,508,507,509,500,472,516,F0
389,583,508,506,509,500,471,509,F0
383,603,508,506,510,500,471,508,F0
384,616,507,507,509,500,472,509,F0
390,625,508,507,510,500,471,509,F0
408,627,506,507,510,500,471,510,F0
425,627,507,507,509,500,471,510,F0
432,631,510,507,512,500,476,510,F0
444,626,507,505,509,500,472,508,F0
463,626,508,506,509,502,472,509,F0
480,625,507,505,508,501,470,509,F0
496,618,507,508,510,500,472,509,F0
508,613,508,507,509,500,471,509,F0
521,602,507,506,509,501,471,510,F0
536,594,508,506,509,493,471,510,F0
549,580,506,507,509,500,471,510,F0
565,566,508,507,514,500,472,508,F0
580,549,508,506,510,500,471,510,F0
598,529,506,507,510,500,472,509,F0
613,509,508,506,509,500,471,509,F0
613,496,508,506,510,500,471,510,F0
617,483,507,507,510,500,478,509,F0
620,469,507,504,523,500,456,508,F0
623,453,507,506,510,500,471,510,F0
621,437,509,505,509,500,471,510,F0
622,423,507,505,509,500,471,508,F0
616,412,508,507,509,500,472,509,F0
608,398,507,505,509,500,471,510,F0
603,393,508,506,511,500,469,509,F0
599,390,508,508,511,504,474,509,F0
586,390,509,506,509,500,471,497,F0
570,389,507,504,509,495,471,509,F0
556,386,508,508,510,500,471,510,F0
538,384,508,507,493,500,467,509,F0
525,390,506,508,497,500,467,509,F0
515,400,507,505,509,501,472,510,F0
495,413,507,505,512,500,474,510,F0
482,423,506,508,527,500,453,510,F0
468,440,508,507,509,500,471,510,F0
452,458,508,506,509,501,472,510,F0
435,476,508,508,509,500,472,510,F0
422,493,507,507,509,500,471,515,F0
412,512,508,507,509,500,472,507,F0
402,524,508,506,506,500,470,511,F0
393,539,507,507,510,501,472,511,F0
395,553,508,507,509,503,472,506,F0
394,567,506,508,509,499,471,510,F0
389,583,507,507,509,500,472,510,F0
383,603,506,505,504,500,470,510,F0
385,619,505,505,511,500,467,509,F0
389,625,508,506,509,501,472,509,F0
403,625,509,507,509,500,472,509,F0
421,629,509,505,509,500,472,510,F0
436,629,506,507,509,500,471,509,F0
448,629,508,506,507,499,463,510,F0
464,625,507,506,509,502,472,509,F0
476,621,506,506,509,499,471,510,F0
495,619,510,506,509,500,472,510,F0
509,614,506,506,509,500,471,510,F0
524,606,506,506,504,500,459,509,F0
539,590,506,507,509,500,472,510,F0
553,577,508,507,509,503,472,509,F0
568,562,507,507,509,501,472,510,F0
583,548,507,506,509,500,475,509,F0
600,530,508,507,509,500,471,509,F0
610,509,509,506,509,500,471,511,F0
615,494,507,508,509,507,472,510,F0
621,480,508,498,509,498,471,510,F0
623,466,509,507,509,499,471,510,F0
621,453,509,506,510,500,471,509,F0
626,434,508,509,509,500,472,509,F0
622,422,508,506,509,500,472,509,F0
616,408,506,506,509,500,472,509,F0
611,398,506,505,509,499,471,510,F0
602,391,508,508,509,500,464,509,F0
596,389,508,505,509,500,471,510,F0
587,389,506,506,509,504,471,510,F0
570,388,508,507,509,500,472,509,F0
553,386,507,506,509,499,485,510,F0
543,381,508,507,509,500,471,509,F0
522,390,508,506,509,500,472,509,F0
512,400,506,505,509,512,471,509,F0
493,417,510,493,509,494,472,510,F0
480,425,507,508,509,500,472,508,F0
465,440,508,507,519,500,470,509,F0
449,456,508,507,510,500,472,509,F0
434,478,507,508,504,497,470,510,F0
420,496,507,507,509,495,472,511,F0
407,516,509,507,509,500,471,509,F0
403,526,505,507,508,500,472,509,F0
399,538,506,506,505,500,468,509,F0
395,555,508,507,509,500,472,509,F0
391,567,508,506,509,500,471,511,F0
385,585,507,507,509,502,471,510,F0
383,602,508,507,509,498,471,509,F0
387,621,506,506,509,500,472,510,F0
395,628,509,508,509,500,472,509,F0
406,625,507,508,509,499,471,510,F0
423,626,507,507,509,500,471,509,F0
436,629,507,505,509,500,472,509,F0
450,629,508,506,509,499,471,509,F0
464,624,506,506,511,511,474,509,F0
479,622,506,505,509,509,472,510,F0
497,619,508,506,509,500,472,509,F0
512,613,508,506,509,499,471,508,F0
525,605,505,507,509,500,472,509,F0
539,590,508,507,509,500,471,509,F0
554,577,507,507,509,501,472,510,F0
569,563,508,506,509,500,471,509,F0
583,546,507,505,509,500,460,510,F0
602,528,509,506,511,500,475,510,F0
615,505,508,507,509,501,472,509,F0
615,493,506,506,509,500,472,509,F0
618,482,507,508,509,502,472,510,F0
621,464,509,505,509,499,471,509,F0
620,449,509,507,509,500,472,509,F0
624,434,508,507,509,501,472,509,F0
620,422,509,506,509,500,472,510,F0
616,406,507,506,509,500,472,509,F0
608,400,507,507,509,500,471,510,F0
602,392,507,507,509,500,464,510,F0
594,389,507,506,509,500,472,509,F0
585,388,509,506,509,502,472,509,F0
568,390,507,506,509,500,472,510,F0
553,384,507,505,510,500,483,509,F0
538,381,508,506,509,500,471,509,F0
524,392,508,507,509,500,472,509,F0
509,402,507,507,509,502,472,510,F0
491,421,506,505,509,502,472,509,F0
479,427,508,507,509,500,471,516,F0
464,440,506,506,510,499,471,509,F0
447,458,510,506,509,500,472,508,F0
434,480,515,507,508,512,477,508,F0
417,499,508,505,509,511,472,509,F0
405,516,506,505,509,500,472,510,F0
403,524,506,506,509,500,472,509,F0
399,541,508,507,507,500,471,509,F0
396,556,509,507,509,500,472,509,F0
390,570,508,507,509,509,472,509,F0
386,588,508,507,509,501,473,510,F0
383,607,507,507,509,500,472,509,F0
388,620,508,507,509,500,471,508,F0
394,629,507,506,509,500,471,510,F0
408,623,507,507,509,512,472,509,F0
424,628,508,507,509,530,472,509,F0
437,629,507,507,509,500,472,508,F0
452,630,508,508,509,500,472,509,F0
468,628,507,505,504,500,471,509,F0
483,623,507,505,509,499,439,511,F0
499,614,504,506,509,500,472,504,F0
512,611,507,507,509,500,472,509,F0
524,601,508,507,508,499,469,508,F0
542,591,508,506,540,500,471,510,F0
555,573,508,507,509,501,472,510,F0
573,558,510,508,509,500,472,509,F0
587,544,507,505,509,499,485,509,F0
603,526,509,506,509,500,472,510,F0
611,506,508,506,509,500,471,509,F0
618,491,506,510,509,505,472,510,F0
619,479,509,512,509,502,472,509,F0
623,464,507,506,509,500,472,502,F0
621,448,510,507,508,500,472,510,F0
623,432,507,506,509,500,471,509,F0
621,419,507,507,513,504,478,511,F0
618,410,506,508,509,501,472,510,F0
610,399,509,505,509,500,472,510,F0
602,390,508,505,509,500,458,509,F0
594,390,505,506,510,506,478,511,F0
581,389,508,507,509,500,472,509,F0
565,387,508,505,509,497,472,507,F0
551,384,509,506,513,500,472,509,F0
536,384,507,507,509,499,472,509,F0
521,393,509,507,509,500,472,510,F0
504,406,508,507,509,499,472,509,F0
490,414,506,507,512,499,480,509,F0
476,429,508,508,509,500,474,510,F0
462,445,504,506,508,500,471,509,F0
447,465,507,508,509,500,472,509,F0
432,479,508,506,509,500,472,509,F0
419,498,507,507,509,500,472,509,F0
407,516,507,507,509,500,471,509,F0
403,528,507,508,506,500,470,510,F0
394,541,507,508,510,501,473,509,F0
394,557,507,508,509,500,472,506,F0
391,574,506,506,509,498,472,510,F0
388,591,508,507,509,500,472,509,F0
382,610,506,507,509,499,470,509,F0
387,622,505,507,511,499,470,510,F0
391,628,508,506,509,500,471,510,F0
411,627,506,505,509,500,472,509,F0
424,629,509,507,509,499,472,510,F0
440,629,508,507,509,500,472,509,F0
452,632,507,507,509,500,466,509,F0
466,625,509,505,509,501,472,510,F0
482,622,509,506,509,499,472,509,F0
501,615,508,507,509,500,472,511,F0
515,611,507,505,509,499,471,509,F0
530,601,506,507,506,499,468,509,F0
542,587,508,512,509,491,472,510,F0
557,574,508,506,509,499,472,510,F0
573,559,508,507,509,499,481,509,F0
587,542,507,506,509,500,470,508,F0
607,523,507,508,509,500,472,509,F0
615,503,505,507,509,500,472,509,F0
613,493,507,507,511,500,472,509,F0
621,478,506,508,511,500,469,510,F0
623,462,508,505,509,500,434,509,F0
623,446,507,507,509,499,472,510,F0
625,428,507,506,509,500,472,512,F0
617,419,506,508,510,501,478,510,F0
614,404,505,505,506,499,476,509,F0
609,395,509,507,509,500,471,509,F0
602,390,507,506,509,500,472,509,F0
593,390,507,506,509,498,472,510,F0
579,388,509,506,509,500,472,509,F0
561,386,507,506,512,499,477,509,F0
552,383,507,506,509,500,472,510,F0
538,387,508,507,509,500,473,510,F0
520,393,506,506,509,481,472,510,F0
503,402,508,506,509,500,472,509,F0
488,417,510,508,509,500,472,509,F0
476,430,505,507,510,500,476,508,F0
460,446,505,505,509,499,472,510,F0
442,465,505,507,509,501,472,511,F0
430,481,508,507,508,500,472,509,F0
417,500,509,508,509,501,472,509,F0
407,518,507,507,509,499,472,509,F0
397,531,505,506,509,500,471,509,F0
394,544,508,507,509,499,472,512,F0
393,559,507,507,509,501,472,508,F0
393,573,508,506,509,500,471,509,F0
385,591,508,507,509,500,472,509,F0
377,609,507,506,509,504,472,508,F0
388,622,506,506,509,500,472,509,F0
396,628,508,506,509,500,472,512,F0
415,627,508,508,507,499,474,510,F0
429,631,507,507,504,500,470,510,F0
441,628,507,506,509,500,454,509,F0
451,621,507,509,509,499,472,510,F0
471,625,506,506,509,501,472,510,F0
489,623,509,507,508,499,468,509,F0
504,615,506,506,511,500,473,510,F0
513,608,506,508,509,500,472,511,F0
529,600,507,506,509,500,472,509,F0
543,588,510,506,501,500,468,509,F0
556,573,507,506,509,500,472,509,F0
576,554,508,508,509,501,472,509,F0
589,538,507,508,509,500,472,510,F0
603,522,505,506,509,499,472,510,F0
613,506,507,507,509,499,472,509,F0
615,489,507,506,509,499,472,509,F0
622,473,507,509,509,499,471,509,F0
624,464,505,505,509,503,473,508,F0
622,446,508,506,509,500,472,509,F0
620,429,508,506,522,500,469,510,F0
618,418,508,507,503,500,476,509,F0
615,406,508,506,509,500,472,508,F0
610,397,507,507,509,499,471,510,F0
598,391,506,507,509,500,478,509,F0
589,388,508,507,509,500,451,509,F0
579,388,507,507,510,505,473,511,F0
565,391,508,507,509,500,472,509,F0
550,388,507,506,509,500,472,520,F0
534,382,508,507,512,499,476,510,F0
516,392,507,506,509,499,472,510,F0
505,404,508,508,505,499,442,510,F0
490,422,506,507,509,500,472,509,F0
474,432,507,508,509,499,472,510,F0
461,438,508,510,509,500,484,509,F0
443,465,508,508,509,500,471,509,F0
430,484,508,506,506,500,471,509,F0
415,503,508,508,509,500,472,510,F0
406,517,509,506,509,499,472,510,F0
399,531,506,507,509,499,472,508,F0
400,542,508,507,509,500,471,509,F0
392,558,508,507,506,500,471,510,F0
388,574,509,507,510,495,473,510,F0
384,592,508,507,509,500,472,509,F0
384,609,508,506,509,500,472,510,F0
390,626,506,510,509,500,482,509,F0
399,627,508,505,509,500,472,510,F0
415,626,508,507,509,500,472,510,F0
428,625,506,507,509,500,472,510,F0
442,629,507,507,508,500,470,509,F0
459,630,507,506,508,500,472,509,F0
469,625,507,507,509,499,471,509,F0
486,619,505,507,509,500,472,509,F0
503,616,505,505,509,502,472,509,F0
516,609,507,504,513,497,472,509,F0
531,600,506,507,510,499,498,509,F0
545,586,509,506,509,499,472,509,F0
562,570,508,507,509,500,472,509,F0
576,556,508,509,509,504,472,508,F0
592,540,507,506,509,481,472,509,F0
602,521,507,507,509,499,472,509,F0
613,503,508,506,508,499,472,510,F0
617,489,507,505,509,500,472,509,F0
622,473,508,508,509,500,472,509,F0
622,460,508,507,509,498,472,509,F0
622,446,506,505,509,499,472,509,F0
619,431,508,505,503,499,464,509,F0
619,414,507,507,509,499,472,509,F0
614,403,507,506,509,500,472,509,F0
609,398,508,507,509,499,472,509,F0
598,393,508,508,510,500,472,509,F0
587,390,507,507,536,499,459,509,F0
572,388,508,506,508,499,472,510,F0
562,387,506,508,508,500,472,510,F0
547,384,508,506,511,500,475,510,F0
531,381,508,506,509,499,472,509,F0
516,395,508,505,509,499,461,510,F0
503,410,506,509,509,500,472,510,F0
484,421,505,508,508,499,471,509,F0
474,432,509,501,509,495,472,510,F0
457,445,509,507,509,500,472,509,F0
442,464,507,509,505,500,470,510,F0
428,487,507,507,509,500,472,509,F0
