Ia,Ib,VDC,IDC,T1,T2,T3,VD,FDD
434,584,506,507,357,463,460,512,F7
460,558,508,507,357,463,472,509,F7
458,559,508,506,357,462,471,510,F7
488,533,505,507,357,463,473,510,F7
489,528,508,506,357,463,473,510,F7
520,498,507,508,357,459,473,509,F7
521,496,508,507,357,463,472,510,F7
552,466,507,506,355,463,475,509,F7
555,463,507,506,357,463,473,508,F7
573,443,509,506,357,464,473,509,F7
578,438,508,505,357,463,470,510,F7
584,433,508,508,357,465,472,509,F7
599,420,507,505,357,464,473,509,F7
596,420,508,507,357,463,471,509,F7
610,404,506,505,358,464,472,509,F7
603,414,507,506,357,464,473,510,F7
620,399,508,507,357,464,472,510,F7
596,417,507,506,357,464,462,509,F7
615,403,509,506,357,464,445,510,F7
590,436,507,507,357,462,473,511,F7
593,403,507,505,360,464,482,509,F7
570,423,508,505,357,464,472,510,F7
561,397,507,506,357,470,473,509,F7
552,427,507,505,357,464,473,509,F7
522,413,508,506,357,464,473,509,F7
526,441,508,506,351,464,466,509,F7
490,443,505,507,357,464,472,510,F7
498,459,507,506,357,464,473,510,F7
458,471,504,506,362,464,484,509,F7
476,477,509,505,354,477,470,509,F7
423,516,508,507,357,464,473,511,F7
456,501,508,506,356,463,473,508,F7
408,547,509,506,355,463,460,510,F7
439,529,507,506,356,464,472,508,F7
399,585,509,507,356,454,473,509,F7
426,557,508,508,357,464,474,511,F7
392,614,505,506,358,464,473,509,F7
405,592,508,507,356,464,472,510,F7
386,629,507,506,356,458,474,509,F7
407,614,507,507,356,464,473,510,F7
395,622,507,507,357,463,473,510,F7
409,608,508,508,356,463,473,510,F7
409,609,508,505,360,464,479,509,F7
414,604,510,506,355,464,473,509,F7
424,592,509,508,356,464,472,509,F7
424,592,508,507,356,467,472,509,F7
450,570,509,506,356,463,473,510,F7
446,575,507,508,356,463,471,510,F7
475,542,507,506,356,463,472,509,F7
472,546,509,506,356,464,472,511,F7
505,514,507,506,356,463,473,508,F7
506,513,507,507,356,480,471,509,F7
540,481,508,505,356,463,473,509,F7
544,481,508,506,362,462,486,509,F7
560,455,506,507,356,462,473,509,F7
569,452,509,508,356,460,472,510,F7
577,442,509,507,356,458,472,510,F7
591,427,509,506,356,461,471,510,F7
591,427,507,508,356,461,471,509,F7
608,411,509,507,356,463,472,509,F7
597,419,508,506,356,458,472,505,F7
616,400,508,505,356,459,473,510,F7
594,419,508,507,359,459,474,510,F7
621,400,507,508,356,465,472,509,F7
590,427,508,506,356,458,471,509,F7
608,401,508,506,356,458,472,509,F7
581,431,509,508,356,468,473,509,F7
581,399,509,505,356,457,472,510,F7
565,420,506,508,356,457,473,509,F7
543,402,507,506,356,457,456,509,F7
540,438,506,506,356,457,472,509,F7
504,428,507,508,356,420,473,510,F7
511,450,508,506,356,456,472,510,F7
473,456,507,507,354,456,474,509,F7
487,470,509,507,356,457,472,510,F7
441,495,508,508,355,457,473,509,F7
462,489,507,505,356,455,461,509,F7
413,534,509,506,356,455,472,510,F7
445,517,507,505,356,444,472,510,F7
405,566,507,508,357,455,472,510,F7
431,547,507,507,348,455,467,510,F7
397,596,507,507,356,466,472,508,F7
412,583,507,506,356,445,472,510,F7
388,630,507,506,357,454,473,508,F7
404,609,508,507,344,454,457,510,F7
385,628,507,505,356,454,472,509,F7
411,610,509,503,356,449,472,511,F7
405,618,507,505,357,453,496,509,F7
409,605,510,506,358,453,473,510,F7
414,603,507,507,356,445,472,512,F7
419,599,509,507,358,452,474,509,F7
437,583,507,507,351,453,471,508,F7
436,579,509,506,356,453,473,509,F7
459,556,505,506,356,454,472,509,F7
461,557,506,505,357,451,472,509,F7
486,529,507,506,350,451,461,511,F7
492,526,507,502,356,452,472,510,F7
523,497,507,506,356,446,472,510,F7
527,493,508,507,357,451,473,509,F7
554,464,508,506,353,451,459,509,F7
556,462,508,505,356,450,472,510,F7
572,445,508,507,356,446,472,510,F7
579,437,506,506,356,450,475,509,F7
586,432,511,507,360,450,474,509,F7
601,419,506,507,356,448,472,508,F7
594,424,507,507,358,450,471,509,F7
612,404,508,506,356,450,464,510,F7
601,417,509,507,356,450,473,509,F7
620,398,507,507,356,443,472,510,F7
592,421,509,506,356,449,472,509,F7
616,400,507,504,356,449,468,509,F7
587,432,508,504,356,451,472,510,F7
593,399,507,506,356,446,472,509,F7
574,425,507,507,357,448,472,509,F7
561,394,507,507,354,448,445,509,F7
559,431,506,506,356,448,472,509,F7
521,415,505,502,356,447,473,510,F7
527,441,508,505,357,448,497,510,F7
485,441,506,507,359,448,474,509,F7
502,457,508,508,356,440,472,509,F7
452,476,508,506,350,447,465,509,F7
480,474,507,507,357,447,472,510,F7
418,519,506,506,357,443,472,512,F7
460,499,507,506,357,447,472,510,F7
403,555,503,506,353,447,469,510,F7
439,528,508,506,356,446,472,509,F7
395,589,508,506,357,441,472,509,F7
425,559,509,507,359,446,476,509,F7
388,621,509,506,352,446,472,509,F7
402,594,507,507,356,446,472,509,F7
384,634,508,501,357,425,472,510,F7
407,612,506,506,357,445,472,509,F7
395,622,507,507,348,445,476,508,F7
409,607,508,508,357,446,472,502,F7
410,609,507,512,357,443,472,510,F7
419,604,505,507,355,445,460,509,F7
431,592,509,509,357,456,473,509,F7
425,592,508,506,357,437,472,512,F7
450,570,509,506,357,445,473,509,F7
446,571,508,505,355,445,465,510,F7
474,541,506,507,356,445,471,509,F7
475,544,509,506,357,438,472,510,F7
507,512,509,506,367,444,486,509,F7
508,510,507,505,357,444,461,510,F7
542,478,507,507,357,443,471,509,F7
542,475,509,506,357,443,472,509,F7
565,453,508,504,357,444,472,508,F7
567,448,509,506,354,443,450,510,F7
580,438,507,506,356,443,472,509,F7
590,428,505,507,357,442,472,510,F7
590,424,507,506,357,444,473,509,F7
609,409,511,508,360,451,476,512,F7
602,417,508,507,357,443,472,510,F7
614,400,508,502,357,443,474,510,F7
600,415,506,506,350,443,465,510,F7
615,399,509,506,357,443,472,509,F7
595,424,507,508,357,442,472,510,F7
604,402,508,507,357,443,472,510,F7
578,428,507,507,357,443,470,509,F7
578,402,508,507,357,442,472,509,F7
562,422,506,507,357,442,472,504,F7
539,402,506,505,357,442,472,508,F7
538,435,507,506,356,442,472,509,F7
503,430,507,506,357,442,472,510,F7
508,452,508,506,357,436,472,511,F7
471,455,508,506,375,441,475,510,F7
485,469,506,505,354,441,470,510,F7
436,499,508,505,357,442,471,506,F7
463,491,509,509,355,442,472,509,F7
411,535,508,507,357,441,463,509,F7
447,517,506,506,357,441,472,509,F7
398,572,507,508,357,444,471,502,F7
433,546,509,507,357,441,472,509,F7
396,602,508,509,357,441,473,509,F7
409,576,508,506,357,446,471,509,F7
382,632,508,506,357,441,472,511,F7
407,609,507,507,357,440,472,510,F7
387,633,507,506,357,440,412,509,F7
406,608,507,505,357,440,472,510,F7
403,616,508,507,357,397,472,508,F7
412,607,508,507,358,439,478,510,F7
416,599,500,508,353,442,469,511,F7
419,600,506,505,357,438,472,511,F7
441,583,507,510,360,439,475,509,F7
432,584,507,507,357,439,472,510,F7
465,552,508,507,357,440,472,510,F7
459,559,507,507,357,440,472,510,F7
493,526,509,507,357,439,472,508,F7
490,528,507,507,357,438,472,509,F7
523,494,507,507,357,442,472,509,F7
525,494,509,505,357,439,472,510,F7
554,462,508,506,358,439,473,510,F7
557,462,506,506,357,438,461,509,F7
570,447,507,506,357,439,472,509,F7
583,435,507,507,357,438,471,510,F7
585,432,508,506,358,438,472,508,F7
601,417,508,507,357,438,460,509,F7
595,423,509,506,357,438,471,510,F7
614,403,507,504,361,440,484,509,F7
598,416,508,507,357,438,472,509,F7
624,397,507,507,360,438,474,511,F7
596,422,509,507,357,440,471,509,F7
613,399,508,506,357,437,475,509,F7
586,429,507,508,357,437,471,510,F7
593,403,509,506,357,437,472,511,F7
573,425,506,505,357,437,471,509,F7
558,395,506,507,357,437,472,509,F7
553,426,507,506,357,437,471,510,F7
521,419,507,506,358,437,471,509,F7
522,443,508,505,357,437,472,509,F7
487,442,506,508,357,437,471,509,F7
497,462,508,506,357,436,471,509,F7
452,480,507,506,357,472,471,510,F7
472,480,507,506,357,436,471,514,F7
423,518,507,506,358,436,473,510,F7
453,505,509,508,357,443,471,509,F7
405,554,508,506,358,436,471,510,F7
437,536,509,506,357,436,472,510,F7
400,585,508,505,355,436,474,509,F7
421,567,506,505,357,435,471,510,F7
393,618,507,507,358,436,472,509,F7
406,601,510,507,363,435,481,509,F7
388,631,508,508,358,435,472,509,F7
401,613,508,507,358,436,471,508,F7
398,618,505,507,358,435,472,509,F7
411,609,507,508,358,435,472,509,F7
408,609,509,505,358,435,480,509,F7
416,600,507,507,358,435,471,509,F7
429,591,507,506,358,435,471,510,F7
423,591,508,507,354,435,468,509,F7
450,567,507,506,357,446,443,510,F7
448,568,508,506,358,434,471,509,F7
478,541,510,507,362,433,478,510,F7
478,542,508,506,358,434,470,509,F7
506,510,507,504,358,435,471,509,F7
510,509,509,507,358,434,471,509,F7
544,476,506,507,359,434,484,509,F7
546,473,507,506,358,434,471,509,F7
565,453,509,506,358,433,471,509,F7
571,450,506,508,358,434,471,510,F7
576,439,506,507,358,433,470,509,F7
592,424,507,505,356,434,467,509,F7
591,428,507,507,358,432,471,508,F7
609,410,508,507,358,433,472,509,F7
594,420,508,505,358,433,472,509,F7
620,400,507,507,358,433,471,509,F7
599,422,508,509,358,432,471,509,F7
619,398,506,508,358,433,487,508,F7
588,423,509,505,358,432,459,510,F7
604,401,509,506,359,440,473,510,F7
581,432,508,506,358,430,471,509,F7
578,389,506,508,360,432,472,510,F7
566,424,507,506,358,432,471,510,F7
540,405,507,508,358,435,471,510,F7
538,437,508,507,359,432,471,510,F7
503,426,506,507,361,432,472,508,F7
514,450,507,507,358,432,460,510,F7
467,459,508,508,358,431,471,509,F7
488,467,508,507,358,432,471,509,F7
434,497,506,507,381,432,468,509,F7
466,489,507,505,358,431,471,509,F7
408,540,507,508,358,431,472,509,F7
448,516,509,506,359,431,471,509,F7
399,573,507,506,360,432,463,509,F7
431,546,511,507,358,432,469,508,F7
394,602,506,504,358,420,471,512,F7
409,584,506,507,362,431,481,509,F7
385,635,507,506,359,432,471,509,F7
401,611,507,505,358,447,472,510,F7
387,631,507,507,359,432,471,510,F7
411,608,508,506,359,432,474,510,F7
404,614,508,508,359,432,472,510,F7
411,605,507,505,358,433,471,508,F7
418,601,507,507,359,434,472,510,F7
425,598,506,508,359,431,473,509,F7
438,580,509,506,359,431,472,509,F7
437,579,508,507,359,428,471,510,F7
466,555,508,505,358,432,471,510,F7
463,556,505,506,359,431,472,510,F7
492,525,508,507,357,448,468,509,F7
495,524,508,507,359,431,471,509,F7
526,492,508,506,362,431,477,509,F7
528,490,508,506,359,432,470,509,F7
558,459,507,507,359,437,471,509,F7
558,458,507,506,359,432,472,510,F7
575,444,508,505,359,431,468,510,F7
583,435,507,508,359,431,461,509,F7
586,432,508,510,359,430,471,508,F7
600,416,506,506,359,432,471,509,F7
593,420,508,507,358,431,468,510,F7
615,402,508,506,359,431,471,510,F7
604,419,508,506,359,431,471,509,F7
618,398,508,507,359,401,488,510,F7
598,419,503,505,362,438,476,511,F7
616,404,507,505,359,429,471,511,F7
585,427,507,509,361,432,469,509,F7
587,400,507,506,358,431,469,509,F7
572,425,508,507,359,430,471,510,F7
555,400,509,507,359,431,471,509,F7
550,424,507,507,359,431,472,510,F7
516,420,507,507,359,431,472,510,F7
523,447,508,505,359,431,471,510,F7
483,444,506,508,359,430,471,509,F7
497,460,509,507,359,431,471,508,F7
449,478,507,507,359,431,471,509,F7
476,479,507,506,359,436,471,508,F7
417,524,507,506,359,431,471,509,F7
455,503,507,508,359,431,471,509,F7
402,557,509,508,359,445,467,508,F7
436,533,509,506,359,431,471,511,F7
397,591,508,506,359,431,474,509,F7
426,560,508,506,356,431,471,509,F7
387,621,508,509,359,431,471,509,F7
404,595,509,507,359,431,471,510,F7
385,634,509,507,361,431,479,509,F7
406,611,507,507,360,431,471,509,F7
395,618,509,506,359,431,471,510,F7
410,609,509,507,359,422,471,509,F7
411,609,509,506,359,431,473,508,F7
415,601,509,507,360,431,477,509,F7
429,588,507,507,359,431,472,509,F7
428,589,508,508,359,430,472,510,F7
451,568,508,507,359,430,471,509,F7
448,569,506,506,360,431,444,510,F7
480,539,508,506,359,430,471,510,F7
479,539,508,507,364,429,480,509,F7
511,506,507,507,359,431,471,509,F7
510,507,507,507,359,433,471,508,F7
543,475,508,506,359,430,471,509,F7
540,473,510,508,365,430,483,509,F7
566,453,508,506,359,430,472,510,F7
569,445,506,507,359,429,471,510,F7
577,438,505,506,359,425,471,511,F7
591,424,506,506,359,430,469,509,F7
592,425,508,506,359,430,470,509,F7
610,409,507,505,359,428,471,509,F7
596,417,507,506,359,430,472,496,F7
617,398,509,507,359,430,471,510,F7
598,421,507,507,359,430,471,510,F7
615,398,510,506,360,430,473,510,F7
589,424,509,506,358,430,467,510,F7
605,404,507,507,359,429,471,509,F7
579,430,507,507,359,429,471,509,F7
574,395,508,508,359,429,473,509,F7
563,425,508,506,359,429,471,509,F7
537,409,507,507,359,429,471,510,F7
533,437,508,505,359,428,472,512,F7
500,429,509,506,360,429,471,510,F7
506,455,507,507,360,429,464,509,F7
467,460,508,510,359,421,471,509,F7
482,473,507,507,359,429,459,509,F7
435,503,510,507,361,429,472,509,F7
457,497,507,506,359,417,471,511,F7
414,537,507,506,359,429,471,510,F7
442,523,506,506,352,428,465,509,F7
401,572,505,505,359,428,471,508,F7
429,552,508,509,360,423,471,509,F7
401,603,508,508,361,429,475,509,F7
410,587,513,507,357,428,470,510,F7
384,629,509,506,359,429,471,510,F7
405,614,510,509,359,424,471,509,F7
390,631,507,506,360,428,471,509,F7
408,608,505,507,362,428,474,509,F7
403,612,508,502,359,407,471,511,F7
414,606,508,506,365,427,487,509,F7
420,598,508,507,353,427,470,510,F7
423,596,506,505,359,429,472,509,F7
439,577,508,507,360,430,471,509,F7
440,580,508,506,360,428,472,510,F7
464,553,508,507,357,427,464,510,F7
465,554,508,505,360,427,471,510,F7
496,527,505,507,359,425,471,509,F7
495,524,507,506,360,427,471,509,F7
528,490,508,507,357,427,471,509,F7
529,490,508,507,359,427,471,510,F7
556,463,508,504,360,414,471,510,F7
560,459,507,506,360,426,472,510,F7
573,445,507,508,361,426,472,509,F7
586,436,508,506,359,425,471,509,F7
584,431,508,506,361,426,486,509,F7
601,414,507,508,360,426,468,509,F7
596,423,508,506,360,426,471,510,F7
616,401,507,506,359,416,471,511,F7
596,417,506,507,360,426,470,510,F7
621,396,508,507,359,425,469,509,F7
593,426,506,506,359,425,471,509,F7
618,402,510,507,359,425,471,509,F7
583,427,507,506,360,425,472,511,F7
590,398,506,505,360,425,470,510,F7
574,430,508,506,360,425,471,509,F7
552,395,507,505,360,425,471,509,F7
555,431,507,505,362,426,472,508,F7
514,421,509,505,360,425,471,509,F7
524,447,509,507,359,425,471,509,F7
480,444,507,506,359,424,462,510,F7
499,461,507,506,361,431,471,509,F7
446,480,508,506,360,417,471,509,F7
476,479,510,506,359,424,471,509,F7
417,524,507,507,352,424,469,509,F7
455,505,508,508,360,424,471,509,F7
401,558,505,502,360,418,472,510,F7
441,533,509,507,360,424,471,510,F7
394,591,507,506,360,436,471,510,F7
424,566,509,500,360,413,471,510,F7
390,620,508,508,360,424,473,510,F7
405,597,507,506,349,423,465,509,F7
380,632,506,505,360,423,471,509,F7
406,613,507,510,360,415,471,510,F7
400,621,509,508,360,423,471,510,F7
407,609,507,506,359,423,475,510,F7
410,607,507,505,360,414,471,512,F7
417,606,506,508,366,422,490,509,F7
432,590,509,506,360,422,460,509,F7
429,587,507,505,361,424,471,509,F7
451,565,505,505,360,421,471,510,F7
453,566,508,506,360,422,473,509,F7
481,541,508,507,360,422,461,510,F7
481,536,506,507,360,423,471,508,F7
510,508,507,505,360,422,471,509,F7
518,504,506,506,361,422,476,510,F7
547,474,507,505,360,422,472,509,F7
548,470,508,507,360,422,471,509,F7
569,449,507,506,360,413,472,506,F7
574,444,509,506,360,422,472,510,F7
583,435,505,506,360,421,472,509,F7
595,424,507,507,361,422,472,510,F7
594,421,509,506,360,421,471,508,F7
608,406,507,505,360,421,472,509,F7
601,415,508,506,353,429,474,511,F7
619,400,507,510,361,421,471,510,F7
599,416,508,507,361,423,473,511,F7
616,398,507,506,351,421,467,510,F7
592,424,507,506,360,421,472,510,F7
602,405,509,508,360,420,472,510,F7
575,425,507,507,360,420,470,509,F7
570,395,506,505,360,420,471,509,F7
562,427,506,507,360,420,471,510,F7
533,408,508,507,361,420,471,510,F7
532,436,508,507,361,420,472,509,F7
496,432,507,507,361,420,465,509,F7
509,455,507,507,361,420,471,509,F7
465,464,509,507,361,420,471,508,F7
483,471,507,506,361,420,472,510,F7
434,502,508,505,360,420,472,509,F7
461,498,508,504,360,422,471,509,F7
408,542,508,506,361,419,471,510,F7
448,519,512,507,357,419,467,510,F7
395,577,507,502,361,409,471,509,F7
431,560,507,508,361,419,498,509,F7
396,608,505,507,347,419,463,509,F7
407,583,507,507,361,420,471,510,F7
383,633,506,506,361,419,471,509,F7
406,612,506,507,361,419,492,509,F7
391,632,507,506,361,418,471,509,F7
408,609,507,508,361,427,471,509,F7
406,614,505,507,361,419,471,509,F7
413,608,506,505,361,418,473,509,F7
419,600,507,507,361,418,459,509,F7
420,596,508,506,361,418,471,509,F7
442,577,505,506,361,419,471,509,F7
440,581,507,506,361,418,472,510,F7
470,550,507,508,361,418,474,510,F7
466,553,508,506,361,446,471,506,F7
498,522,507,508,361,419,472,510,F7
495,521,508,509,361,418,470,509,F7
530,490,509,506,360,418,472,510,F7
531,487,507,507,361,418,471,510,F7
558,458,508,504,361,401,471,509,F7
560,458,505,506,361,417,471,509,F7
577,441,507,508,345,417,469,509,F7
583,434,507,507,361,417,471,507,F7
588,429,506,508,361,413,471,508,F7
601,415,507,506,361,417,472,509,F7
598,420,508,506,364,423,473,511,F7
615,403,506,507,361,416,471,508,F7
598,418,509,505,364,416,475,509,F7
617,395,505,506,358,416,473,509,F7
596,421,507,506,361,416,472,510,F7
613,406,507,507,361,416,471,509,F7
584,427,507,507,362,416,472,510,F7
585,403,505,506,361,416,472,509,F7
571,425,506,507,361,416,471,510,F7
550,403,507,507,362,416,471,504,F7
545,427,507,507,361,416,472,509,F7
513,423,508,507,361,416,470,508,F7
516,450,506,508,361,416,471,509,F7
480,447,506,508,361,415,472,503,F7
489,465,507,506,374,415,469,509,F7
450,484,508,507,365,415,460,509,F7
466,490,507,505,361,415,471,509,F7
421,519,507,510,361,414,474,508,F7
451,511,506,506,362,415,471,510,F7
407,558,507,506,362,414,471,510,F7
432,540,506,506,361,416,471,509,F7
402,588,506,507,362,414,472,509,F7
420,572,507,508,361,414,471,508,F7
386,621,507,508,362,424,471,510,F7
404,604,508,506,362,414,471,509,F7
389,633,507,507,362,413,472,510,F7
407,612,510,507,362,413,472,510,F7
400,617,508,508,362,413,472,510,F7
411,607,508,507,362,413,471,509,F7
414,610,506,508,362,413,472,510,F7
419,601,508,507,361,413,471,510,F7
429,586,507,507,362,411,471,507,F7
431,587,507,507,361,412,471,509,F7
456,565,506,506,362,411,470,509,F7
453,565,506,508,360,411,450,510,F7
481,535,508,508,362,411,471,508,F7
483,540,508,506,366,409,490,510,F7
514,506,507,506,362,410,470,510,F7
514,504,507,508,362,421,470,510,F7
547,471,507,507,362,410,472,510,F7
552,468,508,508,371,410,496,510,F7
567,449,508,507,362,410,471,509,F7
573,443,507,507,362,418,471,509,F7
580,437,508,506,362,410,471,509,F7
593,419,508,506,362,409,485,509,F7
592,425,508,507,360,409,461,509,F7
612,409,507,507,362,409,471,506,F7
597,418,505,506,362,409,471,509,F7
618,398,510,506,362,409,472,508,F7
596,419,507,507,362,408,470,509,F7
619,399,508,507,362,409,471,509,F7
589,425,508,505,362,409,471,509,F7
600,398,506,507,362,409,471,510,F7
578,429,507,507,335,408,475,510,F7
571,394,507,507,362,408,471,501,F7
562,423,506,507,362,409,471,510,F7
532,405,506,507,362,409,471,510,F7
533,441,505,505,362,409,471,509,F7
496,435,509,506,362,409,471,508,F7
507,452,508,506,361,409,472,510,F7
463,465,508,507,362,409,471,509,F7
484,471,507,508,362,408,471,509,F7
429,508,508,507,362,411,471,511,F7
463,496,507,506,363,409,471,509,F7
411,544,507,507,362,408,471,509,F7
442,523,508,507,362,408,471,510,F7
397,577,507,507,362,407,471,509,F7
429,551,509,506,364,408,475,510,F7
396,607,506,507,364,408,472,509,F7
404,588,508,509,363,409,471,509,F7
384,631,508,504,363,395,471,510,F7
405,614,508,507,363,408,471,508,F7
388,627,494,507,364,409,476,510,F7
406,606,507,505,363,409,472,501,F7
407,605,508,509,363,406,471,509,F7
422,605,508,506,359,408,460,509,F7
421,598,507,506,364,425,471,510,F7
424,593,507,506,363,403,471,513,F7
442,579,506,507,362,408,470,509,F7
442,577,508,507,363,409,466,509,F7
467,548,506,507,362,408,471,510,F7
469,549,507,506,363,408,471,511,F7
499,522,508,509,363,408,472,510,F7
500,518,508,506,363,408,471,509,F7
531,486,508,505,363,410,471,509,F7
534,483,507,506,362,408,471,510,F7
562,455,505,508,363,408,472,510,F7
564,455,507,508,363,408,461,509,F7
577,440,507,508,363,408,471,509,F7
584,432,507,506,363,408,470,509,F7
588,428,507,505,363,407,472,509,F7
603,412,508,506,363,407,471,509,F7
599,419,507,505,363,408,471,509,F7
613,402,509,507,364,398,485,510,F7
601,413,509,507,363,407,472,509,F7
611,398,509,507,366,411,474,509,F7
595,425,508,505,363,410,471,509,F7
610,402,509,505,364,407,469,508,F7
584,427,506,508,362,406,470,509,F7
586,401,507,507,363,407,471,511,F7
568,422,507,506,363,407,471,510,F7
547,399,507,506,363,407,472,509,F7
549,430,507,506,363,407,471,509,F7
512,426,508,507,363,407,471,508,F7
519,447,507,504,363,406,471,509,F7
478,447,507,507,363,406,471,509,F7
495,464,508,506,363,406,471,509,F7
444,488,509,506,363,406,471,506,F7
474,482,507,506,363,406,471,509,F7
417,529,509,508,363,406,471,509,F7
454,508,506,507,362,420,463,509,F7
401,566,507,506,363,405,471,510,F7
438,536,506,506,362,406,473,509,F7
394,596,508,507,363,406,471,508,F7
418,565,509,507,363,408,471,511,F7
383,629,507,507,363,406,472,509,F7
403,602,508,508,363,406,471,508,F7
381,631,507,507,363,411,471,510,F7
405,610,507,506,363,406,471,509,F7
403,620,507,506,363,406,472,510,F7
412,608,506,507,363,406,467,510,F7
412,605,508,507,363,406,471,510,F7
417,601,508,506,363,406,471,509,F7
436,586,508,507,363,405,517,509,F7
430,590,508,505,363,406,471,509,F7
457,562,506,504,363,405,472,510,F7
454,565,508,505,363,372,485,510,F7
484,536,508,506,363,406,472,510,F7
485,534,507,505,363,423,470,509,F7
514,504,507,505,363,405,471,510,F7
517,502,507,507,369,406,484,509,F7
549,471,507,507,363,406,471,509,F7
551,467,508,507,363,414,471,509,F7
566,448,508,508,363,405,472,510,F7
573,442,508,507,368,405,479,510,F7
582,434,507,506,363,405,472,510,F7
597,422,508,507,363,434,471,510,F7
593,422,508,507,363,402,471,509,F7
608,405,507,507,363,405,496,510,F7
602,416,510,506,363,405,470,510,F7
621,400,509,507,363,428,472,505,F7
598,416,508,505,364,405,471,509,F7
612,400,509,507,363,405,478,509,F7
592,426,508,506,364,405,437,510,F7
599,404,507,506,363,391,471,510,F7
575,426,508,506,364,405,483,509,F7
567,394,509,506,363,405,470,509,F7
559,426,509,505,364,417,471,509,F7
530,412,508,508,363,405,471,509,F7
529,438,508,506,364,405,472,509,F7
492,439,508,508,361,405,470,509,F7
499,459,507,508,364,405,471,509,F7
462,468,506,512,364,403,487,509,F7
477,475,507,508,361,405,472,510,F7
431,508,507,505,364,405,471,510,F7
454,502,507,507,364,404,471,509,F7
413,544,508,506,364,405,471,509,F7
440,527,507,505,364,404,471,509,F7
399,577,508,508,364,408,471,509,F7
429,554,506,506,364,404,471,509,F7
398,608,508,507,364,404,472,510,F7
407,592,514,506,365,405,466,509,F7
384,631,507,507,364,405,472,508,F7
404,613,509,505,365,404,471,509,F7
399,623,510,506,365,405,471,509,F7
408,609,508,507,364,417,471,510,F7
408,609,508,507,364,408,472,509,F7
413,604,507,507,364,404,470,508,F7
423,597,508,507,363,404,471,510,F7
422,593,510,506,365,405,472,509,F7
443,574,509,507,365,404,472,510,F7
442,578,507,506,365,404,471,508,F7
470,548,507,506,364,404,472,509,F7
468,548,507,506,365,404,472,508,F7
500,520,507,505,365,404,471,509,F7
500,517,507,507,365,404,470,510,F7
533,486,505,505,365,404,471,509,F7
535,484,507,504,366,404,472,509,F7
561,453,507,507,366,400,471,510,F7
562,454,506,505,366,404,472,509,F7
575,441,514,507,367,404,471,510,F7
585,431,506,508,366,406,472,511,F7
586,435,507,505,366,404,485,509,F7
604,411,506,505,366,404,464,509,F7
596,422,508,506,367,405,472,508,F7
616,401,507,508,366,411,472,510,F7
596,419,507,506,366,403,472,510,F7
620,396,507,506,367,404,473,509,F7
594,425,509,504,367,407,472,510,F7
611,403,506,505,367,404,472,510,F7
584,429,508,506,367,403,472,509,F7
582,399,507,506,370,403,478,510,F7
570,425,507,509,367,393,472,511,F7
546,398,508,506,367,403,471,509,F7
545,430,508,508,368,403,471,509,F7
511,426,507,506,367,404,471,508,F7
518,449,508,507,368,403,471,509,F7
476,448,505,507,368,403,472,509,F7
494,466,509,506,368,403,471,510,F7
443,490,508,505,368,402,471,509,F7
471,485,506,506,368,402,471,508,F7
416,530,507,506,368,402,471,510,F7
450,510,501,507,368,407,471,510,F7
401,564,507,505,368,403,472,511,F7
436,541,507,506,368,402,472,509,F7
398,596,506,506,368,402,471,510,F7
416,573,508,508,368,414,471,508,F7
388,627,508,507,369,402,471,506,F7
406,607,509,507,369,402,472,508,F7
388,631,507,506,367,402,461,509,F7
403,609,508,506,369,402,472,510,F7
402,622,507,507,369,400,472,509,F7
418,608,505,506,363,401,471,510,F7
413,604,509,509,369,408,474,510,F7
418,598,509,506,369,404,472,508,F7
435,586,507,505,369,401,472,509,F7
434,585,506,507,369,402,473,509,F7
455,561,508,506,369,401,471,510,F7
458,561,508,507,370,402,472,511,F7
486,536,506,507,370,402,472,510,F7
487,533,509,506,370,401,470,509,F7
515,503,507,506,370,401,472,509,F7
521,499,506,506,370,399,471,509,F7
550,469,506,507,370,401,471,509,F7
555,464,508,508,370,401,472,510,F7
571,445,506,507,370,401,471,508,F7
578,442,507,507,373,401,476,509,F7
584,432,508,507,370,400,471,509,F7
596,422,509,507,370,401,472,509,F7
595,420,507,508,370,405,472,510,F7
608,404,508,506,370,400,472,510,F7
601,417,509,505,371,400,471,509,F7
621,399,507,507,371,402,471,506,F7
597,418,508,505,371,400,472,509,F7
615,400,507,507,371,400,469,510,F7
588,426,507,507,371,400,470,509,F7
599,403,507,511,371,383,472,512,F7
575,426,507,505,371,400,484,509,F7
565,390,507,506,371,400,470,509,F7
562,428,507,508,371,410,472,509,F7
528,412,507,506,372,400,472,509,F7
530,439,506,507,373,400,473,511,F7
492,437,507,506,372,399,465,510,F7
506,457,506,506,372,400,472,509,F7
458,467,508,506,372,399,472,509,F7
481,471,507,507,372,400,497,509,F7
426,511,508,508,372,400,472,510,F7
462,496,509,507,372,400,472,509,F7
405,547,508,506,373,399,477,509,F7
446,521,506,508,369,399,471,509,F7
395,582,508,505,372,399,472,508,F7
425,549,508,507,372,400,472,510,F7
390,616,510,506,378,400,480,511,F7
409,587,509,507,373,400,473,509,F7
378,633,506,508,373,400,472,510,F7
405,611,505,507,373,400,472,510,F7
395,628,507,507,373,399,472,510,F7
409,609,507,505,373,399,463,509,F7
406,611,507,508,373,399,471,508,F7
412,605,508,507,374,362,472,509,F7
429,596,506,507,370,399,469,510,F7
423,591,518,506,372,415,471,509,F7
